tool	cpu	sock	cor	log	ram	siz	thr	strategy	start	stop	time	mem	comment

arq5.1	xeon	1	4	4	16	01	0	tdb2.fuseki	1735838972	1735839027	13	3.0	x
arq5.1	xeon	1	4	4	16	02	0	tdb2.fuseki	1735838972	1735839027	24	3.9	x
arq5.1	xeon	1	4	4	16	04	0	tdb2.fuseki	1735838972	1735839027	46	7.0	x
arq5.1	xeon	1	4	4	16	07	0	tdb2.fuseki	1735838972	1735839027	78	11.2	x
arq5.1	xeon	1	4	4	16	08	0	tdb2.fuseki	1735838972	1735839027	87	13.7	x
arq5.1	xeon	1	4	4	16	10	0	tdb2.fuseki	1735838972	1735839027	109	15.2	x
arq5.1	xeon	1	4	4	16	16	0	tdb2.fuseki	1735838972	1735839027	177	17.4	x
arq5.1	xeon	1	4	4	16	20	0	tdb2.fuseki	1735838972	1735839027	235	9.7	x
arq5.1	xeon	1	4	4	16	24	0	tdb2.fuseki	1735838972	1735839027	269	11.4	x
arq5.1	xeon	1	4	4	16	30	0	tdb2.fuseki	1735838972	1735839027	340	11.4	-- resulting ds: 11M tp and 4.45GB HDD
arq5.1	xeon	1	4	4	16	40	0	tdb2.fuseki	1735838972	1735839027	462	15.3	x
arq5.1	xeon	1	4	4	16	50	0	tdb2.fuseki	1735838972	1735839027	596	21.7	x
arq3.11	xeon	2	48	96	999	01	0	tdb.tdbupdate	1735830400	1735830456	56	10.2	x
arq4.9	xeon	2	48	96	999	01	0	tdb.tdbupdate	1735830456	1735830509	53	9.6	x
arq5.1	xeon	2	48	96	999	01	0	tdb.tdbupdate	1735830509	1735830564	55	8.5	x
arq3.11	xeon	2	48	96	999	02	0	tdb.tdbupdate	1735830598	1735830763	165	10.8	x
arq4.9	xeon	2	48	96	999	02	0	tdb.tdbupdate	1735830763	1735830919	156	8.6	x
arq5.1	xeon	2	48	96	999	02	0	tdb.tdbupdate	1735830919	1735831072	153	9.8	x
arq3.11	xeon	2	48	96	999	04	0	tdb.tdbupdate	1735831123	1735831681	558	10.8	x
arq4.9	xeon	2	48	96	999	04	0	tdb.tdbupdate	1735831681	1735832233	552	8.9	x
arq5.1	xeon	2	48	96	999	04	0	tdb.tdbupdate	1735832233	1735832775	542	9.8	x
arq3.11	xeon	2	48	96	999	07	0	tdb.tdbupdate	1735832857	1735834441	1584	0	x
arq4.9	xeon	2	48	96	999	07	0	tdb.tdbupdate	1735834441	1735836053	1612	0	x
arq5.1	xeon	2	48	96	999	07	0	tdb.tdbupdate	1735836053	1735837653	1600	0	x
arq3.11	xeon	2	48	96	999	08	0	tdb.tdbupdate	1735837799	1735839935	2136	0	x
arq4.9	xeon	2	48	96	999	08	0	tdb.tdbupdate	1735839935	1735842085	2150	0	x
arq5.1	xeon	2	48	96	999	08	0	tdb.tdbupdate	1735842085	1735844239	2154	0	x
arq3.11	xeon	2	48	96	999	10	0	tdb.tdbupdate	1735844399	1735847678	3279	0	x
arq4.9	xeon	2	48	96	999	10	0	tdb.tdbupdate	1735847678	1735851022	3344	0	x
arq5.1	xeon	2	48	96	999	10	0	tdb.tdbupdate	1735851022	1735854407	3385	0	x
arq3.11	xeon	2	48	96	999	01	0	tdb2.tdbupdate	1740573203	1740573211	8	2.8	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	02	0	tdb2.tdbupdate	1740573211	1740573224	13	4.9	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	04	0	tdb2.tdbupdate	1740573225	1740573249	24	9.1	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	07	0	tdb2.tdbupdate	1740573250	1740573290	40	6.5	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	08	0	tdb2.tdbupdate	1740573291	1740573338	47	6.8	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	10	0	tdb2.tdbupdate	1740573340	1740573399	59	15.3	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	16	0	tdb2.tdbupdate	1740573400	1740573491	91	13.9	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	20	0	tdb2.tdbupdate	1740573493	1740573604	111	13.5	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	24	0	tdb2.tdbupdate	1740573607	1740573739	132	12.9	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	30	0	tdb2.tdbupdate	1740573743	1740573906	163	13.9	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	40	0	tdb2.tdbupdate	1740573911	1740574142	231	16.1	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	50	0	tdb2.tdbupdate	1740574148	1740574427	279	21.0	-- same as in-mem (probably because of --data instead of --tdb). does not work on higher jena versions. proper usage on higher versions requires db-assembler file. --> actually a CLI for fuseki servers.
arq3.11	xeon	2	48	96	999	01	0	arq.update	1735830564	1735830573	9	2.7	x
arq4.9	xeon	2	48	96	999	01	0	arq.update	1735830573	1735830585	12	3.2	x
arq5.1	xeon	2	48	96	999	01	0	arq.update	1735830585	1735830598	12	3.2	x
arq5.1-Xmx256g	xeon256	2	48	96	999	01	0	arq.update.256	1735830585	1735830598	12	5.6	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	01	0	arq.update.512	1735830585	1735830598	13	5.7	Xmx512g
arq3.11	xeon	2	48	96	999	02	0	arq.update	1735831072	1735831088	16	6.0	x
arq4.9	xeon	2	48	96	999	02	0	arq.update	1735831088	1735831107	19	6.4	x
arq5.1	xeon	2	48	96	999	02	0	arq.update	1735831107	1735831123	16	4.5	x
arq5.1-Xmx256g	xeon256	2	48	96	999	02	0	arq.update.256	1735831107	1735831123	18	8.1	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	02	0	arq.update.512	1735831107	1735831123	18	8.5	Xmx512g
arq3.11	xeon	2	48	96	999	04	0	arq.update	1735832775	1735832800	25	5.9	x
arq4.9	xeon	2	48	96	999	04	0	arq.update	1735832800	1735832830	30	5.4	x
arq5.1	xeon	2	48	96	999	04	0	arq.update	1735832830	1735832856	26	5.6	x
arq5.1-Xmx256g	xeon256	2	48	96	999	04	0	arq.update.256	1735832830	1735832856	34	24.6	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	04	0	arq.update.512	1735832830	1735832856	36	19.9	Xmx512g
arq3.11	xeon	2	48	96	999	07	0	arq.update	1735837653	1735837692	39	5.9	x
arq4.9	xeon	2	48	96	999	07	0	arq.update	1735837692	1735837746	54	6.4	x
arq5.1	xeon	2	48	96	999	07	0	arq.update	1735837746	1735837797	51	6.8	x
arq5.1-Xmx256g	xeon256	2	48	96	999	07	0	arq.update.256	1735837746	1735837797	58	25.3	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	07	0	arq.update.512	1735837746	1735837797	60	36.4	Xmx512g
arq3.11	xeon	2	48	96	999	08	0	arq.update	1735844239	1735844292	53	7.8	x
arq4.9	xeon	2	48	96	999	08	0	arq.update	1735844292	1735844349	57	9.5	x
arq5.1	xeon	2	48	96	999	08	0	arq.update	1735844349	1735844398	49	7.0	x
arq5.1-Xmx256g	xeon256	2	48	96	999	08	0	arq.update.256	1735844349	1735844398	65	28.0	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	08	0	arq.update.512	1735844349	1735844398	69	39.2	Xmx512g
arq3.11	xeon	2	48	96	999	10	0	arq.update	1735854407	1735854463	56	12.6	x
arq4.9	xeon	2	48	96	999	10	0	arq.update	1735854463	1735854534	71	10.4	x
arq5.1	xeon	2	48	96	999	10	0	arq.update	1735854534	1735854599	65	8.2	x
arq5.1-Xmx256g	xeon256	2	48	96	999	10	0	arq.update.256	1735854534	1735854599	79	36.9	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	10	0	arq.update.512	1735854534	1735854599	82	52.6	Xmx512g
arq3.11	xeon	2	48	96	999	16	0	arq.update	1735917735	1735917827	92	11.0	x
arq4.9	xeon	2	48	96	999	16	0	arq.update	1735917827	1735917933	106	11.0	x
arq5.1	xeon	2	48	96	999	16	0	arq.update	1735917933	1735918027	94	10.4	x
arq5.1-Xmx256g	xeon256	2	48	96	999	16	0	arq.update.256	1735917933	1735918027	122	51.6	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	16	0	arq.update.512	1735917933	1735918027	129	53.2	Xmx512g
arq3.11	xeon	2	48	96	999	20	0	arq.update	1735918030	1735918136	106	16.3	x
arq4.9	xeon	2	48	96	999	20	0	arq.update	1735918136	1735918269	133	17.5	x
arq5.1	xeon	2	48	96	999	20	0	arq.update	1735918269	1735918393	124	11.3	x
arq5.1-Xmx256g	xeon256	2	48	96	999	20	0	arq.update.256	1735918269	1735918393	168	47.2	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	20	0	arq.update.512	1735918269	1735918393	168	60.2	Xmx512g
arq3.11	xeon	2	48	96	999	24	0	arq.update	1735918396	1735918521	125	14.6	x
arq4.9	xeon	2	48	96	999	24	0	arq.update	1735918521	1735918676	155	14.5	x
arq5.1	xeon	2	48	96	999	24	0	arq.update	1735918676	1735918820	144	13.7	x
arq5.1-Xmx256g	xeon256	2	48	96	999	24	0	arq.update.256	1735918676	1735918820	193	52.8	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	24	0	arq.update.512	1735918676	1735918820	185	59.8	Xmx512g
arq3.11	xeon	2	48	96	999	30	0	arq.update	1735918823	1735918980	157	17.2	x
arq4.9	xeon	2	48	96	999	30	0	arq.update	1735918980	1735919183	203	14.1	x
arq5.1	xeon	2	48	96	999	30	0	arq.update	1735919183	1735919368	185	15.2	x
arq5.1-Xmx256g	xeon256	2	48	96	999	30	0	arq.update.256	1735919183	1735919368	226	46.7	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	30	0	arq.update.512	1735919183	1735919368	232	73.4	Xmx512g
arq3.11	xeon	2	48	96	999	40	0	arq.update	1735919373	1735919611	238	17.6	x
arq4.9	xeon	2	48	96	999	40	0	arq.update	1735919611	1735919904	293	14.9	x
arq5.1	xeon	2	48	96	999	40	0	arq.update	1735919904	1735920189	285	17.2	x
arq5.1-Xmx256g	xeon256	2	48	96	999	40	0	arq.update.256	1735919904	1735920189	321	53.4	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	40	0	arq.update.512	1735919904	1735920189	296	84.0	Xmx512g
arq3.11	xeon	2	48	96	999	50	0	arq.update	1735920194	1735920461	267	25.3	x
arq4.9	xeon	2	48	96	999	50	0	arq.update	1735920461	1735920826	365	22.9	x
arq5.1	xeon	2	48	96	999	50	0	arq.update	1735920826	1735921166	340	19.0	x
arq5.1-Xmx256g	xeon256	2	48	96	999	50	0	arq.update.256	1735920826	1735921166	380	59.7	Xmx256g
arq5.1-Xmx512g	xeon512	2	48	96	999	50	0	arq.update.512	1735920826	1735921166	376	91.2	Xmx512g

arq3.11	ryzen	1	6	12	32	01	0	arq.update	1738355243	1738355251	8	0	x
arq4.9	ryzen	1	6	12	32	01	0	arq.update	1738355251	1738355260	9	0	x
arq5.1	ryzen	1	6	12	32	01	0	arq.update	1738355260	1738355268	8	0	x
arq3.11	ryzen	1	6	12	32	02	0	arq.update	1738355269	1738355280	11	0	x
arq4.9	ryzen	1	6	12	32	02	0	arq.update	1738355280	1738355292	12	0	x
arq5.1	ryzen	1	6	12	32	02	0	arq.update	1738355292	1738355305	13	0	x
arq3.11	ryzen	1	6	12	32	04	0	arq.update	1738355305	1738355325	20	0	x
arq4.9	ryzen	1	6	12	32	04	0	arq.update	1738355325	1738355350	25	0	x
arq5.1	ryzen	1	6	12	32	04	0	arq.update	1738355350	1738355373	23	0	x
arq3.11	ryzen	1	6	12	32	07	0	arq.update	1738355373	1738355410	37	0	x
arq4.9	ryzen	1	6	12	32	07	0	arq.update	1738355410	1738355451	41	0	x
arq5.1	ryzen	1	6	12	32	07	0	arq.update	1738355451	1738355491	40	0	x
arq3.11	ryzen	1	6	12	32	08	0	arq.update	1738355492	1738355535	43	0	x
arq4.9	ryzen	1	6	12	32	08	0	arq.update	1738355535	1738355585	50	0	x
arq5.1	ryzen	1	6	12	32	08	0	arq.update	1738355585	1738355630	45	0	x
arq3.11	ryzen	1	6	12	32	10	0	arq.update	1738355631	1738355684	53	0	x
arq4.9	ryzen	1	6	12	32	10	0	arq.update	1738355684	1738355747	63	0	x
arq5.1	ryzen	1	6	12	32	10	0	arq.update	1738355747	1738355804	57	0	x
arq3.11	ryzen	1	6	12	32	16	0	arq.update	1738355805	1738355888	83	0	x
arq4.9	ryzen	1	6	12	32	16	0	arq.update	1738355888	1738355986	98	0	x
arq5.1	ryzen	1	6	12	32	16	0	arq.update	1738355986	1738356079	93	0	x
arq3.11	ryzen	1	6	12	32	20	0	arq.update	1738356080	1738356185	105	0	x
arq4.9	ryzen	1	6	12	32	20	0	arq.update	1738356185	1738356311	126	0	x
arq5.1	ryzen	1	6	12	32	20	0	arq.update	1738356311	1738356428	117	0	x
arq3.11	ryzen	1	6	12	32	24	0	arq.update	1738356430	1738356561	131	0	x
arq4.9	ryzen	1	6	12	32	24	0	arq.update	1738356561	1738356716	155	0	x
arq5.1	ryzen	1	6	12	32	24	0	arq.update	1738356716	1738356857	141	0	x
arq3.11	ryzen	1	6	12	32	30	0	arq.update	1738356859	1738357024	165	0	x
arq4.9	ryzen	1	6	12	32	30	0	arq.update	1738357024	1738357223	199	0	x
arq5.1	ryzen	1	6	12	32	30	0	arq.update	1738357223	1738357404	181	0	x
arq3.11	ryzen	1	6	12	32	40	0	arq.update	1738357407	1738357660	253	0	x
arq4.9	ryzen	1	6	12	32	40	0	arq.update	1738357660	1738357952	292	0	x
arq5.1	ryzen	1	6	12	32	40	0	arq.update	1738357952	1738358214	262	0	x
arq3.11	ryzen	1	6	12	32	50	0	arq.update	1738358218	1738358674	456	0	-- heap space
arq4.9	ryzen	1	6	12	32	50	0	arq.update	1738358674	1738359144	470	0	-- heap space
arq5.1	ryzen	1	6	12	32	50	0	arq.update	1738359144	1738359594	450	0	-- heap space

arq3.11	aplm2	1	8	4	16	01	0	arq.update	1738939278	1738939283	5	0	x
arq4.9	aplm2	1	8	4	16	01	0	arq.update	1738939283	1738939290	7	0	x
arq5.1	aplm2	1	8	4	16	01	0	arq.update	1738939290	1738939296	6	0	x
arq3.11	aplm2	1	8	4	16	02	0	arq.update	1738939296	1738939306	10	0	x
arq4.9	aplm2	1	8	4	16	02	0	arq.update	1738939306	1738939317	11	0	x
arq5.1	aplm2	1	8	4	16	02	0	arq.update	1738939317	1738939329	12	0	x
arq3.11	aplm2	1	8	4	16	04	0	arq.update	1738939329	1738939347	18	0	x
arq4.9	aplm2	1	8	4	16	04	0	arq.update	1738939347	1738939368	21	0	x
arq5.1	aplm2	1	8	4	16	04	0	arq.update	1738939368	1738939389	21	0	x
arq3.11	aplm2	1	8	4	16	07	0	arq.update	1738939389	1738939421	32	0	x
arq4.9	aplm2	1	8	4	16	07	0	arq.update	1738939421	1738939458	37	0	x
arq5.1	aplm2	1	8	4	16	07	0	arq.update	1738939458	1738939494	36	0	x
arq3.11	aplm2	1	8	4	16	08	0	arq.update	1738939494	1738939531	37	0	x
arq4.9	aplm2	1	8	4	16	08	0	arq.update	1738939531	1738939573	42	0	x
arq5.1	aplm2	1	8	4	16	08	0	arq.update	1738939573	1738939615	42	0	x
arq3.11	aplm2	1	8	4	16	10	0	arq.update	1738939616	1738939663	47	0	x
arq4.9	aplm2	1	8	4	16	10	0	arq.update	1738939663	1738939716	53	0	x
arq5.1	aplm2	1	8	4	16	10	0	arq.update	1738939716	1738939769	53	0	x
arq3.11	aplm2	1	8	4	16	16	0	arq.update	1738939769	1738939851	82	0	x
arq4.9	aplm2	1	8	4	16	16	0	arq.update	1738939851	1738939943	92	0	x
arq5.1	aplm2	1	8	4	16	16	0	arq.update	1738939943	1738940033	90	0	x
arq3.11	aplm2	1	8	4	16	20	0	arq.update	1738940035	1738940149	114	0	x
arq4.9	aplm2	1	8	4	16	20	0	arq.update	1738940149	1738940278	129	0	x
arq5.1	aplm2	1	8	4	16	20	0	arq.update	1738940278	1738940399	121	0	x
arq3.11	aplm2	1	8	4	16	24	0	arq.update	1738940401	1738940634	233	0	-- heap space
arq4.9	aplm2	1	8	4	16	24	0	arq.update	1738940634	1738943240	2606	0	-- heap space
arq5.1	aplm2	1	8	4	16	24	0	arq.update	1738943240	1738945852	2612	0	-- heap space
arq3.11	aplm2	1	8	4	16	30	0	arq.update	1738945854	1738946234	380	0	-- heap space
arq4.9	aplm2	1	8	4	16	30	0	arq.update	1738946234	1738946679	445	0	-- heap space
arq5.1	aplm2	1	8	4	16	30	0	arq.update	1738946679	1738947101	422	0	-- heap space
arq3.11	aplm2	1	8	4	16	40	0	arq.update	1738947104	1738948910	1806	0	-- heap space
arq4.9	aplm2	1	8	4	16	40	0	arq.update	1738948910	1738949869	959	0	-- heap space
arq5.1	aplm2	1	8	4	16	40	0	arq.update	1738949869	1738950484	615	0	-- heap space
arq3.11	aplm2	1	8	4	16	50	0	arq.update	1738950487	1738951147	660	0	-- heap space
arq4.9	aplm2	1	8	4	16	50	0	arq.update	1738951147	1738951843	696	0	-- heap space
arq5.1	aplm2	1	8	4	16	50	0	arq.update	1738951843	1738952527	684	0	-- heap space

arq5.1	i7q-vm	1	4	4	16	01	0	tdb2.fuseki	1735838972	1735839027	15	2.1	x
arq5.1	i7q-vm	1	4	4	16	02	0	tdb2.fuseki	1735838972	1735839027	31	2.7	x
arq5.1	i7q-vm	1	4	4	16	04	0	tdb2.fuseki	1735838972	1735839027	66	2.3	x
arq5.1	i7q-vm	1	4	4	16	07	0	tdb2.fuseki	1735838972	1735839027	112	3.9	x
arq5.1	i7q-vm	1	4	4	16	08	0	tdb2.fuseki	1735838972	1735839027	125	4.6	x
arq5.1	i7q-vm	1	4	4	16	10	0	tdb2.fuseki	1735838972	1735839027	158	4.8	x
arq5.1	i7q-vm	1	4	4	16	16	0	tdb2.fuseki	1735838972	1735839027	259	5.8	x
arq5.1	i7q-vm	1	4	4	16	20	0	tdb2.fuseki	1735838972	1735839027	334	6.6	x
arq5.1	i7q-vm	1	4	4	16	24	0	tdb2.fuseki	1735838972	1735839027	407	7.7	x
arq5.1	i7q-vm	1	4	4	16	30	0	tdb2.fuseki	1735838972	1735839027	539	8.9	-- resulting ds: 11M tp and 4.45GB HDD
arq5.1	i7q-vm	1	4	4	16	40	0	tdb2.fuseki	1735838972	1735839027	736	9.5	x
arq5.1	i7q-vm	1	4	4	16	50	0	tdb2.fuseki	1735838972	1735839027	0	0	-- heap space
arq3.11	i7q-vm	1	4	4	16	01	0	tdb.tdbupdate	1735838972	1735839027	55	0	x
arq4.9	i7q-vm	1	4	4	16	01	0	tdb.tdbupdate	1735839027	1735839085	58	0	x
arq5.1	i7q-vm	1	4	4	16	01	0	tdb.tdbupdate	1735839085	1735839146	61	0	x
arq3.11	i7q-vm	1	4	4	16	02	0	tdb.tdbupdate	1735839177	1735839361	184	0	x
arq4.9	i7q-vm	1	4	4	16	02	0	tdb.tdbupdate	1735839361	1735839546	185	0	x
arq5.1	i7q-vm	1	4	4	16	02	0	tdb.tdbupdate	1735839546	1735839732	186	0	x
arq3.11	i7q-vm	1	4	4	16	04	0	tdb.tdbupdate	1735839785	1735840496	711	0	x
arq4.9	i7q-vm	1	4	4	16	04	0	tdb.tdbupdate	1735840496	1735841215	719	0	x
arq5.1	i7q-vm	1	4	4	16	04	0	tdb.tdbupdate	1735841215	1735841930	715	0	x
arq3.11	i7q-vm	1	4	4	16	01	0	arq.update	1735839146	1735839155	9	0	x
arq4.9	i7q-vm	1	4	4	16	01	0	arq.update	1735839155	1735839166	11	0	x
arq5.1	i7q-vm	1	4	4	16	01	0	arq.update	1735839166	1735839177	11	1.8	x
arq3.11	i7q-vm	1	4	4	16	02	0	arq.update	1735839732	1735839748	16	0	x
arq4.9	i7q-vm	1	4	4	16	02	0	arq.update	1735839748	1735839767	19	0	x
arq5.1	i7q-vm	1	4	4	16	02	0	arq.update	1735839767	1735839785	18	2.8	x
arq3.11	i7q-vm	1	4	4	16	04	0	arq.update	1735841930	1735841962	32	0	x
arq4.9	i7q-vm	1	4	4	16	04	0	arq.update	1735841962	1735841998	36	0	x
arq5.1	i7q-vm	1	4	4	16	04	0	arq.update	1735841998	1735842033	35	3.3	x
arq3.11	i7q-vm	1	4	4	16	07	0	arq.update	1735842143	1735842196	53	0	x
arq4.9	i7q-vm	1	4	4	16	07	0	arq.update	1735842196	1735842257	61	0	x
arq5.1	i7q-vm	1	4	4	16	07	0	arq.update	1735842257	1735842317	60	4.0	x
arq3.11	i7q-vm	1	4	4	16	08	0	arq.update	1735842318	1735842382	64	0	x
arq4.9	i7q-vm	1	4	4	16	08	0	arq.update	1735842382	1735842455	73	0	x
arq5.1	i7q-vm	1	4	4	16	08	0	arq.update	1735842455	1735842524	69	4.2	x
arq3.11	i7q-vm	1	4	4	16	10	0	arq.update	1735842525	1735842608	83	0	x
arq4.9	i7q-vm	1	4	4	16	10	0	arq.update	1735842608	1735842699	91	0	x
arq5.1	i7q-vm	1	4	4	16	10	0	arq.update	1735842699	1735842786	87	4.3	x
arq3.11	i7q-vm	1	4	4	16	16	0	arq.update	1735842788	1735842936	148	0	x
arq4.9	i7q-vm	1	4	4	16	16	0	arq.update	1735842936	1735843103	167	0	x
arq5.1	i7q-vm	1	4	4	16	16	0	arq.update	1735843103	1735843258	155	4.3	x
arq3.11	i7q-vm	1	4	4	16	20	0	arq.update	1735843260	1735843478	218	0	x
arq4.9	i7q-vm	1	4	4	16	20	0	arq.update	1735843478	1735843697	219	0	x
arq5.1	i7q-vm	1	4	4	16	20	0	arq.update	1735843697	1735843931	234	4.3	x
arq3.11	i7q-vm	1	4	4	16	24	0	arq.update	1735843933	1735844540	0	0	-- heap space
arq4.9	i7q-vm	1	4	4	16	24	0	arq.update	1735844540	1735847289	0	0	-- heap space
arq5.1	i7q-vm	1	4	4	16	24	0	arq.update	1735847289	1735849976	0	0	-- heap space
arq3.11	i7q-vm	1	4	4	16	30	0	arq.update	1735849980	1735850595	0	0	-- heap space
arq4.9	i7q-vm	1	4	4	16	30	0	arq.update	1735850595	1735851347	0	0	-- heap space
arq5.1	i7q-vm	1	4	4	16	30	0	arq.update	1735851347	1735852189	0	0	-- heap space
arq3.11	i7q-vm	1	4	4	16	40	0	arq.update	1735843933	1735844540	0	0	-- heap space
arq4.9	i7q-vm	1	4	4	16	40	0	arq.update	1735844540	1735847289	0	0	-- heap space
arq5.1	i7q-vm	1	4	4	16	40	0	arq.update	1735847289	1735849976	0	0	-- heap space
arq3.11	i7q-vm	1	4	4	16	50	0	arq.update	1735849980	1735850595	0	0	-- heap space
arq4.9	i7q-vm	1	4	4	16	50	0	arq.update	1735850595	1735851347	0	0	-- heap space
arq5.1	i7q-vm	1	4	4	16	50	0	arq.update	1735851347	1735852189	0	0	-- heap space

fintan	epyc	2	64	128	128	01	1	"###FULL#CORPUS#200K##"	1738104505	1738104514	9	0	x
fintan	epyc	2	64	128	128	01	4	"###FULL#CORPUS#200K##"	1738104514	1738104524	10	0	x
fintan	epyc	2	64	128	128	01	16	"###FULL#CORPUS#200K##"	1738104524	1738104533	9	0	x
fintan	epyc	2	64	128	128	01	32	"###FULL#CORPUS#200K##"	1738104533	1738104543	10	0	x
fintan	epyc	2	64	128	128	01	48	"###FULL#CORPUS#200K##"	1738104543	1738104553	10	0	x
fintan	epyc	2	64	128	128	01	64	"###FULL#CORPUS#200K##"	1738104562	1738104571	9	0	x
fintan	epyc	2	64	128	128	01	96	"###FULL#CORPUS#200K##"	1738104553	1738104562	9	0	x
fintan	epyc	2	64	128	128	01	128	"###FULL#CORPUS#200K##"	1738104571	1738104582	11	0	x
fintan	epyc	2	64	128	128	01	1	"###AVG#CORPUS#200tp##"	1738104582	1738104599	17	0	x
fintan	epyc	2	64	128	128	01	4	"###AVG#CORPUS#200tp##"	1738104599	1738104627	28	0	x
fintan	epyc	2	64	128	128	01	16	"###AVG#CORPUS#200tp##"	1738104627	1738104645	18	0	x
fintan	epyc	2	64	128	128	01	32	"###AVG#CORPUS#200tp##"	1738104645	1738104660	15	0	x
fintan	epyc	2	64	128	128	01	48	"###AVG#CORPUS#200tp##"	1738104660	1738104673	13	0	x
fintan	epyc	2	64	128	128	01	64	"###AVG#CORPUS#200tp##"	1738104682	1738104693	11	0	x
fintan	epyc	2	64	128	128	01	96	"###AVG#CORPUS#200tp##"	1738104673	1738104682	9	0	x
fintan	epyc	2	64	128	128	01	128	"###AVG#CORPUS#200tp##"	1738104693	1738104702	9	0	x
fintan	epyc	2	64	128	128	02	1	"###FULL#CORPUS#200K##"	1738104702	1738104717	15	0	x
fintan	epyc	2	64	128	128	02	4	"###FULL#CORPUS#200K##"	1738104717	1738104727	10	0	x
fintan	epyc	2	64	128	128	02	16	"###FULL#CORPUS#200K##"	1738104727	1738104738	11	0	x
fintan	epyc	2	64	128	128	02	32	"###FULL#CORPUS#200K##"	1738104738	1738104749	11	0	x
fintan	epyc	2	64	128	128	02	48	"###FULL#CORPUS#200K##"	1738104749	1738104761	12	0	x
fintan	epyc	2	64	128	128	02	64	"###FULL#CORPUS#200K##"	1738104772	1738104782	10	0	x
fintan	epyc	2	64	128	128	02	96	"###FULL#CORPUS#200K##"	1738104761	1738104772	11	0	x
fintan	epyc	2	64	128	128	02	128	"###FULL#CORPUS#200K##"	1738104782	1738104793	11	0	x
fintan	epyc	2	64	128	128	02	1	"###AVG#CORPUS#200tp##"	1738104793	1738104826	33	0	x
fintan	epyc	2	64	128	128	02	4	"###AVG#CORPUS#200tp##"	1738104826	1738104880	54	0	x
fintan	epyc	2	64	128	128	02	16	"###AVG#CORPUS#200tp##"	1738104880	1738104920	40	0	x
fintan	epyc	2	64	128	128	02	32	"###AVG#CORPUS#200tp##"	1738104920	1738104950	30	0	x
fintan	epyc	2	64	128	128	02	48	"###AVG#CORPUS#200tp##"	1738104950	1738104973	23	0	x
fintan	epyc	2	64	128	128	02	64	"###AVG#CORPUS#200tp##"	1738104990	1738105009	19	0	x
fintan	epyc	2	64	128	128	02	96	"###AVG#CORPUS#200tp##"	1738104973	1738104990	17	0	x
fintan	epyc	2	64	128	128	02	128	"###AVG#CORPUS#200tp##"	1738105009	1738105025	16	0	x
fintan	epyc	2	64	128	128	04	1	"###FULL#CORPUS#200K##"	1738105025	1738105054	29	0	x
fintan	epyc	2	64	128	128	04	4	"###FULL#CORPUS#200K##"	1738105054	1738105068	14	0	x
