tool	cpu	sock	cor	log	ram	siz	thr	strategy	start	stop	time	mem	comment
fintan	aplm2	1	8	4	16	40	32	"###AVG#CORPUS#200tp##"	1739130830	1739131089	259	0	x
fintan	aplm2	1	8	4	16	40	48	"###AVG#CORPUS#200tp##"	1739131089	1739131351	262	0	x
fintan	aplm2	1	8	4	16	40	96	"###AVG#CORPUS#200tp##"	1739131351	1739131618	267	0	x
fintan	aplm2	1	8	4	16	40	64	"###AVG#CORPUS#200tp##"	1739131618	1739131882	264	0	x
fintan	aplm2	1	8	4	16	40	128	"###AVG#CORPUS#200tp##"	1739131882	1739132157	275	0	x
fintan	aplm2	1	8	4	16	50	1	"###FULL#CORPUS#200K##"	1739132160	1739132318	158	0	x
fintan	aplm2	1	8	4	16	50	4	"###FULL#CORPUS#200K##"	1739132318	1739132395	77	0	x
fintan	aplm2	1	8	4	16	50	16	"###FULL#CORPUS#200K##"	1739132395	1739132473	78	0	x
fintan	aplm2	1	8	4	16	50	32	"###FULL#CORPUS#200K##"	1739132473	1739132560	87	0	x
fintan	aplm2	1	8	4	16	50	48	"###FULL#CORPUS#200K##"	1739132560	1739132640	80	0	x
fintan	aplm2	1	8	4	16	50	96	"###FULL#CORPUS#200K##"	1739132640	1739132724	84	0	x
fintan	aplm2	1	8	4	16	50	64	"###FULL#CORPUS#200K##"	1739132724	1739132807	83	0	x
fintan	aplm2	1	8	4	16	50	128	"###FULL#CORPUS#200K##"	1739132807	1739132887	80	0	x
fintan	aplm2	1	8	4	16	50	1	"###AVG#CORPUS#200tp##"	1739132887	1739133336	449	0	x
fintan	aplm2	1	8	4	16	50	4	"###AVG#CORPUS#200tp##"	1739133336	1739133545	209	0	x
fintan	aplm2	1	8	4	16	50	16	"###AVG#CORPUS#200tp##"	1739133545	1739133868	323	0	x
fintan	aplm2	1	8	4	16	50	32	"###AVG#CORPUS#200tp##"	1739133868	1739134192	324	0	x
fintan	aplm2	1	8	4	16	50	48	"###AVG#CORPUS#200tp##"	1739134192	1739134520	328	0	x
fintan	aplm2	1	8	4	16	50	96	"###AVG#CORPUS#200tp##"	1739134520	1739134857	337	0	x
fintan	aplm2	1	8	4	16	50	64	"###AVG#CORPUS#200tp##"	1739134857	1739135190	333	0	x
fintan	aplm2	1	8	4	16	50	128	"###AVG#CORPUS#200tp##"	1739135190	1739135532	342	0	x

fintan	i7q-vm	1	4	4	16	01	1	"###FULL#CORPUS#200K##"	1739458857	1739458874	17	0	x
fintan	i7q-vm	1	4	4	16	01	4	"###FULL#CORPUS#200K##"	1739458874	1739458887	13	2.5	x
fintan	i7q-vm	1	4	4	16	01	16	"###FULL#CORPUS#200K##"	1739458887	1739458898	11	0	x
fintan	i7q-vm	1	4	4	16	01	32	"###FULL#CORPUS#200K##"	1739458898	1739458910	12	0	x
fintan	i7q-vm	1	4	4	16	01	48	"###FULL#CORPUS#200K##"	1739458910	1739458924	14	0	x
fintan	i7q-vm	1	4	4	16	01	96	"###FULL#CORPUS#200K##"	1739458924	1739458936	12	0	x
fintan	i7q-vm	1	4	4	16	01	64	"###FULL#CORPUS#200K##"	1739458936	1739458947	11	0	x
fintan	i7q-vm	1	4	4	16	01	128	"###FULL#CORPUS#200K##"	1739458947	1739458956	9	0	x
fintan	i7q-vm	1	4	4	16	01	1	"###AVG#CORPUS#200tp##"	1739458956	1739458975	19	0	x
fintan	i7q-vm	1	4	4	16	01	4	"###AVG#CORPUS#200tp##"	1739458975	1739458986	11	0.9	x
fintan	i7q-vm	1	4	4	16	01	16	"###AVG#CORPUS#200tp##"	1739458986	1739459000	14	0	x
fintan	i7q-vm	1	4	4	16	01	32	"###AVG#CORPUS#200tp##"	1739459000	1739459014	14	0	x
fintan	i7q-vm	1	4	4	16	01	48	"###AVG#CORPUS#200tp##"	1739459014	1739459030	16	0	x
fintan	i7q-vm	1	4	4	16	01	96	"###AVG#CORPUS#200tp##"	1739459030	1739459045	15	0	x
fintan	i7q-vm	1	4	4	16	01	64	"###AVG#CORPUS#200tp##"	1739459045	1739459060	15	0	x
fintan	i7q-vm	1	4	4	16	01	128	"###AVG#CORPUS#200tp##"	1739459060	1739459076	16	0	x
fintan	i7q-vm	1	4	4	16	02	1	"###FULL#CORPUS#200K##"	1739459077	1739459093	16	0	x
fintan	i7q-vm	1	4	4	16	02	4	"###FULL#CORPUS#200K##"	1739459093	1739459105	12	2.7	x
fintan	i7q-vm	1	4	4	16	02	16	"###FULL#CORPUS#200K##"	1739459105	1739459117	12	0	x
fintan	i7q-vm	1	4	4	16	02	32	"###FULL#CORPUS#200K##"	1739459117	1739459130	13	0	x
fintan	i7q-vm	1	4	4	16	02	48	"###FULL#CORPUS#200K##"	1739459130	1739459142	12	0	x
fintan	i7q-vm	1	4	4	16	02	96	"###FULL#CORPUS#200K##"	1739459142	1739459154	12	0	x
fintan	i7q-vm	1	4	4	16	02	64	"###FULL#CORPUS#200K##"	1739459154	1739459167	13	0	x
fintan	i7q-vm	1	4	4	16	02	128	"###FULL#CORPUS#200K##"	1739459167	1739459179	12	0	x
fintan	i7q-vm	1	4	4	16	02	1	"###AVG#CORPUS#200tp##"	1739459179	1739459215	36	0	x
fintan	i7q-vm	1	4	4	16	02	4	"###AVG#CORPUS#200tp##"	1739459215	1739459234	19	1.0	x
fintan	i7q-vm	1	4	4	16	02	16	"###AVG#CORPUS#200tp##"	1739459234	1739459256	22	0	x
fintan	i7q-vm	1	4	4	16	02	32	"###AVG#CORPUS#200tp##"	1739459256	1739459281	25	0	x
fintan	i7q-vm	1	4	4	16	02	48	"###AVG#CORPUS#200tp##"	1739459281	1739459306	25	0	x
fintan	i7q-vm	1	4	4	16	02	96	"###AVG#CORPUS#200tp##"	1739459306	1739459331	25	0	x
fintan	i7q-vm	1	4	4	16	02	64	"###AVG#CORPUS#200tp##"	1739459331	1739459357	26	0	x
fintan	i7q-vm	1	4	4	16	02	128	"###AVG#CORPUS#200tp##"	1739459357	1739459384	27	0	x
fintan	i7q-vm	1	4	4	16	04	1	"###FULL#CORPUS#200K##"	1739459384	1739459410	26	0	x
fintan	i7q-vm	1	4	4	16	04	4	"###FULL#CORPUS#200K##"	1739459410	1739459427	17	3.8	x
fintan	i7q-vm	1	4	4	16	04	16	"###FULL#CORPUS#200K##"	1739459427	1739459448	21	0	x
fintan	i7q-vm	1	4	4	16	04	32	"###FULL#CORPUS#200K##"	1739459448	1739459467	19	0	x
fintan	i7q-vm	1	4	4	16	04	48	"###FULL#CORPUS#200K##"	1739459467	1739459490	23	0	x
fintan	i7q-vm	1	4	4	16	04	96	"###FULL#CORPUS#200K##"	1739459490	1739459512	22	0	x
fintan	i7q-vm	1	4	4	16	04	64	"###FULL#CORPUS#200K##"	1739459512	1739459531	19	0	x
fintan	i7q-vm	1	4	4	16	04	128	"###FULL#CORPUS#200K##"	1739459531	1739459550	19	0	x
fintan	i7q-vm	1	4	4	16	04	1	"###AVG#CORPUS#200tp##"	1739459550	1739459617	67	0	x
fintan	i7q-vm	1	4	4	16	04	4	"###AVG#CORPUS#200tp##"	1739459617	1739459656	39	1.0	x
fintan	i7q-vm	1	4	4	16	04	16	"###AVG#CORPUS#200tp##"	1739459656	1739459698	42	0	x
fintan	i7q-vm	1	4	4	16	04	32	"###AVG#CORPUS#200tp##"	1739459698	1739459742	44	0	x
fintan	i7q-vm	1	4	4	16	04	48	"###AVG#CORPUS#200tp##"	1739459742	1739459788	46	0	x
fintan	i7q-vm	1	4	4	16	04	96	"###AVG#CORPUS#200tp##"	1739459788	1739459834	46	0	x
fintan	i7q-vm	1	4	4	16	04	64	"###AVG#CORPUS#200tp##"	1739459834	1739459879	45	0	x
fintan	i7q-vm	1	4	4	16	04	128	"###AVG#CORPUS#200tp##"	1739459879	1739459927	48	0	x
fintan	i7q-vm	1	4	4	16	07	1	"###FULL#CORPUS#200K##"	1739459927	1739459968	41	0	x
fintan	i7q-vm	1	4	4	16	07	4	"###FULL#CORPUS#200K##"	1739459968	1739459993	25	4.0	x
fintan	i7q-vm	1	4	4	16	07	16	"###FULL#CORPUS#200K##"	1739459993	1739460021	28	0	x
fintan	i7q-vm	1	4	4	16	07	32	"###FULL#CORPUS#200K##"	1739460021	1739460049	28	0	x
fintan	i7q-vm	1	4	4	16	07	48	"###FULL#CORPUS#200K##"	1739460049	1739460077	28	0	x
fintan	i7q-vm	1	4	4	16	07	96	"###FULL#CORPUS#200K##"	1739460077	1739460104	27	0	x
fintan	i7q-vm	1	4	4	16	07	64	"###FULL#CORPUS#200K##"	1739460104	1739460132	28	0	x
fintan	i7q-vm	1	4	4	16	07	128	"###FULL#CORPUS#200K##"	1739460132	1739460160	28	0	x
fintan	i7q-vm	1	4	4	16	07	1	"###AVG#CORPUS#200tp##"	1739460160	1739460265	105	0	x
fintan	i7q-vm	1	4	4	16	07	4	"###AVG#CORPUS#200tp##"	1739460265	1739460322	57	1.0	x
fintan	i7q-vm	1	4	4	16	07	16	"###AVG#CORPUS#200tp##"	1739460322	1739460385	63	0	x
fintan	i7q-vm	1	4	4	16	07	32	"###AVG#CORPUS#200tp##"	1739460385	1739460455	70	0	x
fintan	i7q-vm	1	4	4	16	07	48	"###AVG#CORPUS#200tp##"	1739460455	1739460528	73	0	x
fintan	i7q-vm	1	4	4	16	07	96	"###AVG#CORPUS#200tp##"	1739460528	1739460602	74	0	x
fintan	i7q-vm	1	4	4	16	07	64	"###AVG#CORPUS#200tp##"	1739460602	1739460675	73	0	x
fintan	i7q-vm	1	4	4	16	07	128	"###AVG#CORPUS#200tp##"	1739460675	1739460749	74	0	x
fintan	i7q-vm	1	4	4	16	08	1	"###FULL#CORPUS#200K##"	1739460750	1739460796	46	0	x
fintan	i7q-vm	1	4	4	16	08	4	"###FULL#CORPUS#200K##"	1739460796	1739460826	30	4.1	x
fintan	i7q-vm	1	4	4	16	08	16	"###FULL#CORPUS#200K##"	1739460826	1739460857	31	0	x
fintan	i7q-vm	1	4	4	16	08	32	"###FULL#CORPUS#200K##"	1739460857	1739460888	31	0	x
fintan	i7q-vm	1	4	4	16	08	48	"###FULL#CORPUS#200K##"	1739460888	1739460919	31	0	x
fintan	i7q-vm	1	4	4	16	08	96	"###FULL#CORPUS#200K##"	1739460919	1739460951	32	0	x
fintan	i7q-vm	1	4	4	16	08	64	"###FULL#CORPUS#200K##"	1739460951	1739460983	32	0	x
fintan	i7q-vm	1	4	4	16	08	128	"###FULL#CORPUS#200K##"	1739460983	1739461014	31	0	x
fintan	i7q-vm	1	4	4	16	08	1	"###AVG#CORPUS#200tp##"	1739461014	1739461135	121	0	x
fintan	i7q-vm	1	4	4	16	08	4	"###AVG#CORPUS#200tp##"	1739461135	1739461206	71	1.0	x
fintan	i7q-vm	1	4	4	16	08	16	"###AVG#CORPUS#200tp##"	1739461206	1739461279	73	0	x
fintan	i7q-vm	1	4	4	16	08	32	"###AVG#CORPUS#200tp##"	1739461279	1739461359	80	0	x
fintan	i7q-vm	1	4	4	16	08	48	"###AVG#CORPUS#200tp##"	1739461359	1739461440	81	0	x
fintan	i7q-vm	1	4	4	16	08	96	"###AVG#CORPUS#200tp##"	1739461440	1739461521	81	0	x
fintan	i7q-vm	1	4	4	16	08	64	"###AVG#CORPUS#200tp##"	1739461521	1739461604	83	0	x
fintan	i7q-vm	1	4	4	16	08	128	"###AVG#CORPUS#200tp##"	1739461604	1739461690	86	0	x
fintan	i7q-vm	1	4	4	16	10	1	"###FULL#CORPUS#200K##"	1739461691	1739461746	55	0	x
fintan	i7q-vm	1	4	4	16	10	4	"###FULL#CORPUS#200K##"	1739461746	1739461781	35	4.2	x
fintan	i7q-vm	1	4	4	16	10	16	"###FULL#CORPUS#200K##"	1739461781	1739461819	38	0	x
fintan	i7q-vm	1	4	4	16	10	32	"###FULL#CORPUS#200K##"	1739461819	1739461857	38	0	x
fintan	i7q-vm	1	4	4	16	10	48	"###FULL#CORPUS#200K##"	1739461857	1739461895	38	0	x
fintan	i7q-vm	1	4	4	16	10	96	"###FULL#CORPUS#200K##"	1739461895	1739461940	45	0	x
fintan	i7q-vm	1	4	4	16	10	64	"###FULL#CORPUS#200K##"	1739461940	1739461978	38	0	x
fintan	i7q-vm	1	4	4	16	10	128	"###FULL#CORPUS#200K##"	1739461978	1739462016	38	0	x
fintan	i7q-vm	1	4	4	16	10	1	"###AVG#CORPUS#200tp##"	1739462016	1739462164	148	0	x
fintan	i7q-vm	1	4	4	16	10	4	"###AVG#CORPUS#200tp##"	1739462164	1739462242	78	1.0	x
fintan	i7q-vm	1	4	4	16	10	16	"###AVG#CORPUS#200tp##"	1739462242	1739462344	102	0	x
fintan	i7q-vm	1	4	4	16	10	32	"###AVG#CORPUS#200tp##"	1739462344	1739462446	102	0	x
fintan	i7q-vm	1	4	4	16	10	48	"###AVG#CORPUS#200tp##"	1739462446	1739462549	103	0	x
fintan	i7q-vm	1	4	4	16	10	96	"###AVG#CORPUS#200tp##"	1739462549	1739462649	100	0	x
fintan	i7q-vm	1	4	4	16	10	64	"###AVG#CORPUS#200tp##"	1739462649	1739462754	105	0	x
fintan	i7q-vm	1	4	4	16	10	128	"###AVG#CORPUS#200tp##"	1739462754	1739462861	107	0	x
fintan	i7q-vm	1	4	4	16	16	1	"###FULL#CORPUS#200K##"	1739462863	1739462965	102	0	x
fintan	i7q-vm	1	4	4	16	16	4	"###FULL#CORPUS#200K##"	1739462965	1739463026	61	4.3	x
fintan	i7q-vm	1	4	4	16	16	16	"###FULL#CORPUS#200K##"	1739463026	1739463094	68	0	x
fintan	i7q-vm	1	4	4	16	16	32	"###FULL#CORPUS#200K##"	1739463094	1739463155	61	0	x
fintan	i7q-vm	1	4	4	16	16	48	"###FULL#CORPUS#200K##"	1739463155	1739463218	63	0	x
fintan	i7q-vm	1	4	4	16	16	96	"###FULL#CORPUS#200K##"	1739463218	1739463283	65	0	x
fintan	i7q-vm	1	4	4	16	16	64	"###FULL#CORPUS#200K##"	1739463283	1739463347	64	0	x
fintan	i7q-vm	1	4	4	16	16	128	"###FULL#CORPUS#200K##"	1739463347	1739463409	62	0	x
fintan	i7q-vm	1	4	4	16	16	1	"###AVG#CORPUS#200tp##"	1739463409	1739463656	247	0	x
fintan	i7q-vm	1	4	4	16	16	4	"###AVG#CORPUS#200tp##"	1739463656	1739463804	148	1.0	x
fintan	i7q-vm	1	4	4	16	16	16	"###AVG#CORPUS#200tp##"	1739463804	1739463942	138	0	x
fintan	i7q-vm	1	4	4	16	16	32	"###AVG#CORPUS#200tp##"	1739463942	1739464094	152	0	x
fintan	i7q-vm	1	4	4	16	16	48	"###AVG#CORPUS#200tp##"	1739464094	1739464246	152	0	x
fintan	i7q-vm	1	4	4	16	16	96	"###AVG#CORPUS#200tp##"	1739464246	1739464405	159	0	x
fintan	i7q-vm	1	4	4	16	16	64	"###AVG#CORPUS#200tp##"	1739464405	1739464567	162	0	x
fintan	i7q-vm	1	4	4	16	16	128	"###AVG#CORPUS#200tp##"	1739464567	1739464727	160	0	x
fintan	i7q-vm	1	4	4	16	20	1	"###FULL#CORPUS#200K##"	1739464730	1739464840	110	0	x
fintan	i7q-vm	1	4	4	16	20	4	"###FULL#CORPUS#200K##"	1739464840	1739464906	66	4.3	x
fintan	i7q-vm	1	4	4	16	20	16	"###FULL#CORPUS#200K##"	1739464906	1739464982	76	0	x
fintan	i7q-vm	1	4	4	16	20	32	"###FULL#CORPUS#200K##"	1739464982	1739465056	74	0	x
fintan	i7q-vm	1	4	4	16	20	48	"###FULL#CORPUS#200K##"	1739465056	1739465130	74	0	x
fintan	i7q-vm	1	4	4	16	20	96	"###FULL#CORPUS#200K##"	1739465130	1739465204	74	0	x
fintan	i7q-vm	1	4	4	16	20	64	"###FULL#CORPUS#200K##"	1739465204	1739465278	74	0	x
fintan	i7q-vm	1	4	4	16	20	128	"###FULL#CORPUS#200K##"	1739465278	1739465351	73	0	x
fintan	i7q-vm	1	4	4	16	20	1	"###AVG#CORPUS#200tp##"	1739465351	1739465636	285	0	x
fintan	i7q-vm	1	4	4	16	20	4	"###AVG#CORPUS#200tp##"	1739465636	1739465793	157	1.0	x
fintan	i7q-vm	1	4	4	16	20	16	"###AVG#CORPUS#200tp##"	1739465793	1739465963	170	0	x
fintan	i7q-vm	1	4	4	16	20	32	"###AVG#CORPUS#200tp##"	1739465963	1739466158	195	0	x
fintan	i7q-vm	1	4	4	16	20	48	"###AVG#CORPUS#200tp##"	1739466158	1739466351	193	0	x
fintan	i7q-vm	1	4	4	16	20	96	"###AVG#CORPUS#200tp##"	1739466351	1739466549	198	0	x
fintan	i7q-vm	1	4	4	16	20	64	"###AVG#CORPUS#200tp##"	1739466549	1739466738	189	0	x
fintan	i7q-vm	1	4	4	16	20	128	"###AVG#CORPUS#200tp##"	1739466738	1739466934	196	0	x
fintan	i7q-vm	1	4	4	16	24	1	"###FULL#CORPUS#200K##"	1739466937	1739467068	131	0	x
fintan	i7q-vm	1	4	4	16	24	4	"###FULL#CORPUS#200K##"	1739467068	1739467146	78	4.3	x
fintan	i7q-vm	1	4	4	16	24	16	"###FULL#CORPUS#200K##"	1739467146	1739467234	88	0	x
fintan	i7q-vm	1	4	4	16	24	32	"###FULL#CORPUS#200K##"	1739467234	1739467322	88	0	x
fintan	i7q-vm	1	4	4	16	24	48	"###FULL#CORPUS#200K##"	1739467322	1739467408	86	0	x
fintan	i7q-vm	1	4	4	16	24	96	"###FULL#CORPUS#200K##"	1739467408	1739467495	87	0	x
fintan	i7q-vm	1	4	4	16	24	64	"###FULL#CORPUS#200K##"	1739467495	1739467583	88	0	x
fintan	i7q-vm	1	4	4	16	24	128	"###FULL#CORPUS#200K##"	1739467583	1739467670	87	0	x
fintan	i7q-vm	1	4	4	16	24	1	"###AVG#CORPUS#200tp##"	1739467670	1739468010	340	0	x
fintan	i7q-vm	1	4	4	16	24	4	"###AVG#CORPUS#200tp##"	1739468010	1739468196	186	1.0	x
fintan	i7q-vm	1	4	4	16	24	16	"###AVG#CORPUS#200tp##"	1739468196	1739468397	201	0	x
fintan	i7q-vm	1	4	4	16	24	32	"###AVG#CORPUS#200tp##"	1739468397	1739468616	219	0	x
fintan	i7q-vm	1	4	4	16	24	48	"###AVG#CORPUS#200tp##"	1739468616	1739468838	222	0	x
fintan	i7q-vm	1	4	4	16	24	96	"###AVG#CORPUS#200tp##"	1739468838	1739469067	229	0	x
fintan	i7q-vm	1	4	4	16	24	64	"###AVG#CORPUS#200tp##"	1739469067	1739469295	228	0	x
fintan	i7q-vm	1	4	4	16	24	128	"###AVG#CORPUS#200tp##"	1739469295	1739469531	236	0	x
fintan	i7q-vm	1	4	4	16	30	1	"###FULL#CORPUS#200K##"	1739469535	1739469697	162	0	x
fintan	i7q-vm	1	4	4	16	30	4	"###FULL#CORPUS#200K##"	1739469697	1739469795	98	4.3	x
fintan	i7q-vm	1	4	4	16	30	16	"###FULL#CORPUS#200K##"	1739469795	1739469912	117	0	x
fintan	i7q-vm	1	4	4	16	30	32	"###FULL#CORPUS#200K##"	1739469912	1739470023	111	0	x
fintan	i7q-vm	1	4	4	16	30	48	"###FULL#CORPUS#200K##"	1739470023	1739470130	107	0	x
fintan	i7q-vm	1	4	4	16	30	96	"###FULL#CORPUS#200K##"	1739470130	1739470237	107	0	x
fintan	i7q-vm	1	4	4	16	30	64	"###FULL#CORPUS#200K##"	1739470237	1739470346	109	0	x
fintan	i7q-vm	1	4	4	16	30	128	"###FULL#CORPUS#200K##"	1739470346	1739470455	109	0	x
fintan	i7q-vm	1	4	4	16	30	1	"###AVG#CORPUS#200tp##"	1739470455	1739470900	445	0	x
fintan	i7q-vm	1	4	4	16	30	4	"###AVG#CORPUS#200tp##"	1739470900	1739471132	232	1.0	x
fintan	i7q-vm	1	4	4	16	30	16	"###AVG#CORPUS#200tp##"	1739471132	1739471374	242	0	x
fintan	i7q-vm	1	4	4	16	30	32	"###AVG#CORPUS#200tp##"	1739471374	1739471646	272	0	x
fintan	i7q-vm	1	4	4	16	30	48	"###AVG#CORPUS#200tp##"	1739471646	1739471933	287	0	x
fintan	i7q-vm	1	4	4	16	30	96	"###AVG#CORPUS#200tp##"	1739471933	1739472221	288	0	x
fintan	i7q-vm	1	4	4	16	30	64	"###AVG#CORPUS#200tp##"	1739472221	1739472502	281	0	x
fintan	i7q-vm	1	4	4	16	30	128	"###AVG#CORPUS#200tp##"	1739472502	1739472798	296	0	x
fintan	i7q-vm	1	4	4	16	40	1	"###FULL#CORPUS#200K##"	1739472803	1739473023	220	0	x
fintan	i7q-vm	1	4	4	16	40	4	"###FULL#CORPUS#200K##"	1739473023	1739473154	131	4.3	x
fintan	i7q-vm	1	4	4	16	40	16	"###FULL#CORPUS#200K##"	1739473154	1739473300	146	0	x
fintan	i7q-vm	1	4	4	16	40	32	"###FULL#CORPUS#200K##"	1739473300	1739473447	147	0	x
fintan	i7q-vm	1	4	4	16	40	48	"###FULL#CORPUS#200K##"	1739473447	1739473593	146	0	x
fintan	i7q-vm	1	4	4	16	40	96	"###FULL#CORPUS#200K##"	1739473593	1739473735	142	0	x
fintan	i7q-vm	1	4	4	16	40	64	"###FULL#CORPUS#200K##"	1739473735	1739473879	144	0	x
fintan	i7q-vm	1	4	4	16	40	128	"###FULL#CORPUS#200K##"	1739473879	1739474023	144	0	x
fintan	i7q-vm	1	4	4	16	40	1	"###AVG#CORPUS#200tp##"	1739474023	1739474592	569	0	x
fintan	i7q-vm	1	4	4	16	40	4	"###AVG#CORPUS#200tp##"	1739474592	1739474905	313	1.0	x
fintan	i7q-vm	1	4	4	16	40	16	"###AVG#CORPUS#200tp##"	1739474905	1739475236	331	0	x
fintan	i7q-vm	1	4	4	16	40	32	"###AVG#CORPUS#200tp##"	1739475236	1739475605	369	0	x
fintan	i7q-vm	1	4	4	16	40	48	"###AVG#CORPUS#200tp##"	1739475605	1739475975	370	0	x
fintan	i7q-vm	1	4	4	16	40	96	"###AVG#CORPUS#200tp##"	1739475975	1739476351	376	0	x
fintan	i7q-vm	1	4	4	16	40	64	"###AVG#CORPUS#200tp##"	1739476351	1739476727	376	0	x
fintan	i7q-vm	1	4	4	16	40	128	"###AVG#CORPUS#200tp##"	1739476727	1739477111	384	0	x
fintan	i7q-vm	1	4	4	16	50	1	"###FULL#CORPUS#200K##"	1739477116	1739477393	277	0	x
fintan	i7q-vm	1	4	4	16	50	4	"###FULL#CORPUS#200K##"	1739477393	1739477573	180	4.3	x
fintan	i7q-vm	1	4	4	16	50	16	"###FULL#CORPUS#200K##"	1739477573	1739477760	187	0	x
fintan	i7q-vm	1	4	4	16	50	32	"###FULL#CORPUS#200K##"	1739477760	1739477944	184	0	x
fintan	i7q-vm	1	4	4	16	50	48	"###FULL#CORPUS#200K##"	1739477944	1739478127	183	0	x
fintan	i7q-vm	1	4	4	16	50	96	"###FULL#CORPUS#200K##"	1739478127	1739478307	180	0	x
fintan	i7q-vm	1	4	4	16	50	64	"###FULL#CORPUS#200K##"	1739478307	1739478488	181	0	x
fintan	i7q-vm	1	4	4	16	50	128	"###FULL#CORPUS#200K##"	1739478488	1739478666	178	0	x
fintan	i7q-vm	1	4	4	16	50	1	"###AVG#CORPUS#200tp##"	1739478666	1739479357	691	0	x
fintan	i7q-vm	1	4	4	16	50	4	"###AVG#CORPUS#200tp##"	1739479357	1739479737	380	1.0	x
fintan	i7q-vm	1	4	4	16	50	16	"###AVG#CORPUS#200tp##"	1739479737	1739480141	404	0	x
fintan	i7q-vm	1	4	4	16	50	32	"###AVG#CORPUS#200tp##"	1739480141	1739480610	469	0	x
fintan	i7q-vm	1	4	4	16	50	48	"###AVG#CORPUS#200tp##"	1739480610	1739481090	480	0	x
fintan	i7q-vm	1	4	4	16	50	96	"###AVG#CORPUS#200tp##"	1739481090	1739481566	476	0	x
fintan	i7q-vm	1	4	4	16	50	64	"###AVG#CORPUS#200tp##"	1739481566	1739482047	481	0	x
fintan	i7q-vm	1	4	4	16	50	128	"###AVG#CORPUS#200tp##"	1739482047	1739482536	489	0	x

split	i7q-vm	1	4	4	16	01	4	split"###AVG#CORPUS#200tp##"	1743260104	1743260111	7	0	x
split	i7q-vm	1	4	4	16	02	4	split"###AVG#CORPUS#200tp##"	1743260112	1743260123	11	0	x
split	i7q-vm	1	4	4	16	04	4	split"###AVG#CORPUS#200tp##"	1743260124	1743260142	18	0	x
split	i7q-vm	1	4	4	16	07	4	split"###AVG#CORPUS#200tp##"	1743260143	1743260173	30	0	x
split	i7q-vm	1	4	4	16	08	4	split"###AVG#CORPUS#200tp##"	1743260174	1743260208	34	0	x
split	i7q-vm	1	4	4	16	10	4	split"###AVG#CORPUS#200tp##"	1743260209	1743260251	42	0	x
split	i7q-vm	1	4	4	16	16	4	split"###AVG#CORPUS#200tp##"	1743260253	1743260319	66	0	x
split	i7q-vm	1	4	4	16	20	4	split"###AVG#CORPUS#200tp##"	1743260321	1743260398	77	0	x
split	i7q-vm	1	4	4	16	24	4	split"###AVG#CORPUS#200tp##"	1743260401	1743260496	95	0	x
split	i7q-vm	1	4	4	16	30	4	split"###AVG#CORPUS#200tp##"	1743260499	1743260614	115	0	x
split	i7q-vm	1	4	4	16	40	4	split"###AVG#CORPUS#200tp##"	1743260617	1743260769	152	0	x
split	i7q-vm	1	4	4	16	50	4	split"###AVG#CORPUS#200tp##"	1743260774	1743260964	190	0	x
